usage_id,customer_id,usage_date,data_used_gb,call_minutes,network_type,High/Normal  Usage
13289,425,25-12-2022,0.39,13,5G,Normal Usage
13290,429,07-12-2023,0.49,45,4G,Normal Usage
13291,271,26-02-2024,4.96,15,4G,Normal Usage
13292,387,20-11-2022,1.25,208,5G,Normal Usage
13293,139,29-11-2023,0.01,157,5G,Normal Usage
13294,181,22-11-2022,0.8,226,4G,Normal Usage
13295,430,17-09-2023,2.28,240,5G,Normal Usage
13296,30,04-04-2024,4.01,57,5G,Normal Usage
13297,57,14-06-2022,0.36,129,5G,Normal Usage
13298,232,27-07-2023,0.29,216,5G,Normal Usage
13299,146,27-08-2023,6.38,13,4G,Normal Usage
13300,435,08-03-2024,3.48,242,4G,Normal Usage
13301,384,31-03-2023,2.23,144,4G,Normal Usage
13302,48,02-06-2022,3.67,102,4G,Normal Usage
13303,194,07-01-2024,1.4,216,5G,Normal Usage
13304,224,07-05-2022,3.55,63,4G,Normal Usage
13305,136,12-07-2022,1.16,157,4G,Normal Usage
13306,22,19-09-2023,0.7,161,4G,Normal Usage
13307,6,13-02-2024,3.26,17,5G,Normal Usage
13308,204,14-06-2023,1.36,215,4G,Normal Usage
13309,239,10-01-2022,9.96,48,4G,Normal Usage
13310,185,02-04-2022,1.07,55,4G,Normal Usage
13311,360,19-05-2022,6.37,57,4G,Normal Usage
13312,292,26-04-2023,6.76,154,5G,Normal Usage
13313,335,25-03-2023,0.69,54,5G,Normal Usage
13314,220,29-11-2022,4,18,4G,Normal Usage
13315,116,18-05-2024,1.42,150,5G,Normal Usage
13316,313,06-12-2022,6.24,107,4G,Normal Usage
13317,49,21-02-2022,1.5,46,5G,Normal Usage
13318,173,08-12-2023,3.41,206,4G,Normal Usage
13319,82,11-04-2023,1.57,127,5G,Normal Usage
13320,322,19-12-2023,0.65,184,4G,Normal Usage
13321,333,09-03-2024,0.56,57,4G,Normal Usage
13322,45,20-04-2023,1.39,142,4G,Normal Usage
13323,335,05-02-2023,3.52,96,4G,Normal Usage
13324,20,15-03-2023,2.32,46,5G,Normal Usage
13325,448,27-05-2024,2.92,190,4G,Normal Usage
13326,221,28-08-2023,0.83,139,4G,Normal Usage
13327,123,31-03-2024,1.64,102,5G,Normal Usage
13328,234,19-10-2023,0.11,230,4G,Normal Usage
13329,221,21-08-2023,4.25,48,5G,Normal Usage
13330,323,24-05-2023,11.49,111,4G,High Usage
13331,339,02-06-2022,1.31,86,4G,Normal Usage
13332,3,29-05-2023,0.03,281,5G,Normal Usage
13333,182,18-05-2023,0.47,251,4G,Normal Usage
13334,206,03-05-2024,2.64,73,4G,Normal Usage
13335,320,11-02-2024,2.37,46,5G,Normal Usage
13336,40,07-11-2023,3.88,75,4G,Normal Usage
13337,59,06-01-2022,0.73,95,5G,Normal Usage
13338,439,15-05-2023,3.61,30,5G,Normal Usage
13339,62,23-10-2023,2.91,21,4G,Normal Usage
13340,132,18-12-2023,0.97,16,5G,Normal Usage
13341,60,28-04-2022,1.97,211,4G,Normal Usage
13342,372,30-04-2023,0.4,147,4G,Normal Usage
13343,331,24-08-2023,1.51,234,5G,Normal Usage
13344,122,28-10-2023,5.33,86,5G,Normal Usage
13345,479,10-11-2023,1.37,37,5G,Normal Usage
13346,107,13-04-2023,4.57,52,5G,Normal Usage
13347,96,10-06-2022,2.23,27,4G,Normal Usage
13348,347,27-09-2022,0.53,76,4G,Normal Usage
13349,414,25-02-2022,2.18,199,4G,Normal Usage
13350,235,16-08-2022,1.76,172,4G,Normal Usage
13351,386,28-04-2024,1.27,273,4G,Normal Usage
13352,62,29-05-2022,0.32,49,5G,Normal Usage
13353,256,15-02-2022,1.35,176,4G,Normal Usage
13354,49,24-05-2022,0.19,226,5G,Normal Usage
13355,393,20-01-2024,0.26,126,5G,Normal Usage
13356,348,23-02-2024,1.34,20,4G,Normal Usage
13357,159,24-09-2023,0.91,198,4G,Normal Usage
13358,124,06-12-2022,6.49,188,4G,Normal Usage
13359,482,17-02-2023,1.18,151,4G,Normal Usage
13360,317,02-01-2024,3.55,159,5G,Normal Usage
13361,207,04-06-2023,1.89,95,4G,Normal Usage
13362,48,10-12-2022,3.04,74,5G,Normal Usage
13363,409,22-01-2023,0.75,81,5G,Normal Usage
13364,420,18-04-2023,7.11,127,4G,Normal Usage
13365,136,02-10-2022,1.89,132,5G,Normal Usage
13366,201,19-12-2022,4.45,138,4G,Normal Usage
13367,250,07-03-2022,1.14,245,4G,Normal Usage
13368,314,20-03-2022,0.26,290,4G,Normal Usage
13369,357,21-08-2023,2.8,111,4G,Normal Usage
13370,368,28-09-2023,0.02,202,4G,Normal Usage
13371,429,21-07-2022,1.61,169,5G,Normal Usage
13372,318,24-10-2023,0.54,86,4G,Normal Usage
13373,295,12-07-2023,2.47,118,4G,Normal Usage
13374,480,23-04-2022,9.71,97,4G,Normal Usage
13375,314,01-04-2022,1.56,239,4G,Normal Usage
13376,500,21-05-2022,4.25,137,4G,Normal Usage
13377,209,16-10-2022,1.77,81,4G,Normal Usage
13378,355,31-12-2023,1.71,235,4G,Normal Usage
13379,485,12-08-2023,6.66,135,4G,Normal Usage
13380,211,15-02-2023,5.52,281,4G,Normal Usage
13381,192,12-01-2023,3.85,2,5G,Normal Usage
13382,44,19-01-2023,0.88,58,4G,Normal Usage
13383,29,25-04-2024,1.97,115,5G,Normal Usage
13384,59,01-06-2022,0.63,130,4G,Normal Usage
13385,71,14-04-2024,1.47,200,4G,Normal Usage
13386,92,21-01-2024,1.66,291,4G,Normal Usage
13387,265,19-09-2023,4.45,97,4G,Normal Usage
13388,383,15-11-2022,5.66,215,4G,Normal Usage
13389,220,04-01-2023,1.34,123,5G,Normal Usage
13390,390,29-08-2023,0.04,72,4G,Normal Usage
13391,413,14-07-2023,4.95,129,5G,Normal Usage
13392,442,04-12-2023,0.48,26,4G,Normal Usage
13393,401,07-04-2023,2.43,164,4G,Normal Usage
13394,400,12-01-2022,0.06,67,4G,Normal Usage
13395,215,05-06-2022,1.28,13,4G,Normal Usage
13396,479,15-11-2023,10.66,97,5G,High Usage
13397,387,22-04-2023,0.27,278,5G,Normal Usage
13398,277,05-02-2023,1.38,246,5G,Normal Usage
13399,64,18-03-2024,0.92,111,4G,Normal Usage
13400,346,26-06-2022,5.89,206,4G,Normal Usage
13401,292,07-12-2022,5.09,232,5G,Normal Usage
13402,490,26-02-2022,0.68,60,4G,Normal Usage
13403,485,04-05-2024,0.21,84,5G,Normal Usage
13404,245,01-05-2024,2.47,182,4G,Normal Usage
13405,470,24-03-2023,1.03,238,5G,Normal Usage
13406,62,22-07-2022,2.79,249,5G,Normal Usage
13407,426,28-11-2023,0.08,70,5G,Normal Usage
13408,332,25-09-2023,0.36,227,4G,Normal Usage
13409,170,08-01-2024,2.9,84,4G,Normal Usage
13410,445,21-07-2022,0.6,270,4G,Normal Usage
13411,269,26-11-2022,4.87,289,5G,Normal Usage
13412,267,29-12-2022,0.15,235,5G,Normal Usage
13413,54,10-06-2024,0.61,290,4G,Normal Usage
13414,16,30-03-2023,16.36,38,4G,High Usage
13415,8,22-12-2022,1.42,205,4G,Normal Usage
13416,104,04-08-2022,3.03,182,5G,Normal Usage
13417,59,09-07-2023,0.5,186,4G,Normal Usage
13418,313,05-06-2024,2.35,132,4G,Normal Usage
13419,40,23-01-2022,3.24,29,4G,Normal Usage
13420,237,04-06-2022,0.94,254,4G,Normal Usage
13421,443,05-07-2022,4.41,142,5G,Normal Usage
13422,386,06-09-2022,2.31,102,4G,Normal Usage
13423,94,19-01-2024,1.23,73,4G,Normal Usage
13424,222,15-03-2024,2.04,54,4G,Normal Usage
13425,204,14-05-2022,2.15,235,4G,Normal Usage
13426,138,17-11-2022,0.45,59,4G,Normal Usage
13427,300,25-01-2023,1.29,23,4G,Normal Usage
13428,395,10-03-2023,1.05,21,4G,Normal Usage
13429,207,22-01-2022,1.28,31,4G,Normal Usage
13430,336,22-05-2024,3.58,2,5G,Normal Usage
13431,81,23-08-2023,1.65,69,5G,Normal Usage
13432,218,27-10-2023,7.05,159,5G,Normal Usage
13433,2,05-05-2022,0.87,87,5G,Normal Usage
13434,178,20-03-2022,1.34,58,4G,Normal Usage
13435,396,07-05-2024,3.87,251,4G,Normal Usage
13436,371,20-02-2022,1.97,218,5G,Normal Usage
13437,346,29-12-2023,1.98,200,4G,Normal Usage
13438,279,25-06-2022,0.14,76,4G,Normal Usage
13439,146,19-05-2024,1.27,254,4G,Normal Usage
13440,318,10-09-2022,0.79,246,4G,Normal Usage
13441,224,03-09-2022,18.29,269,4G,High Usage
13442,369,09-01-2024,0.92,138,4G,Normal Usage
13443,384,16-04-2022,5.4,77,4G,Normal Usage
13444,62,12-07-2022,2.82,79,5G,Normal Usage
13445,294,12-11-2022,1.04,9,4G,Normal Usage
13446,239,29-10-2022,1.96,123,5G,Normal Usage
13447,195,02-07-2023,4.59,185,4G,Normal Usage
13448,166,17-12-2023,5.37,33,4G,Normal Usage
13449,451,18-02-2024,0.44,120,4G,Normal Usage
13450,222,25-09-2022,1.04,79,4G,Normal Usage
13451,61,19-06-2022,1.02,205,4G,Normal Usage
13452,129,05-07-2023,0.11,52,4G,Normal Usage
13453,478,31-03-2023,2.28,155,5G,Normal Usage
13454,173,13-10-2023,4.82,273,5G,Normal Usage
13455,480,19-10-2022,1.2,134,4G,Normal Usage
13456,156,18-07-2023,3.37,97,4G,Normal Usage
13457,405,09-03-2024,2.47,240,4G,Normal Usage
13458,378,11-03-2024,1.18,44,4G,Normal Usage
13459,110,21-05-2022,0.38,198,4G,Normal Usage
13460,269,26-05-2022,3.09,290,5G,Normal Usage
13461,411,01-03-2023,4.82,113,4G,Normal Usage
13462,356,10-11-2022,2.89,276,5G,Normal Usage
13463,391,03-07-2022,0.05,240,4G,Normal Usage
13464,278,26-10-2023,0.61,155,5G,Normal Usage
13465,74,14-12-2023,0.18,43,4G,Normal Usage
13466,487,08-05-2022,2.11,79,5G,Normal Usage
13467,437,14-10-2022,3.53,137,5G,Normal Usage
13468,463,02-04-2024,0.29,150,4G,Normal Usage
13469,207,10-09-2022,4.56,241,4G,Normal Usage
13470,388,17-02-2024,2.03,142,5G,Normal Usage
13471,480,01-12-2023,2.93,298,5G,Normal Usage
13472,279,21-01-2023,8.89,49,4G,Normal Usage
13473,375,18-08-2022,0.22,261,4G,Normal Usage
13474,326,28-09-2022,5.79,160,4G,Normal Usage
13475,472,10-02-2024,0.34,61,4G,Normal Usage
13476,340,21-03-2024,1.25,54,4G,Normal Usage
13477,357,19-02-2023,4.77,30,4G,Normal Usage
13478,340,17-07-2022,5.92,289,4G,Normal Usage
13479,204,19-11-2022,1.76,168,5G,Normal Usage
13480,161,25-02-2022,2.25,265,5G,Normal Usage
13481,28,10-04-2024,3.08,184,4G,Normal Usage
13482,392,22-07-2022,4.47,2,5G,Normal Usage
13483,257,22-02-2024,0.32,160,4G,Normal Usage
13484,165,13-09-2023,4.15,259,4G,Normal Usage
13485,63,20-09-2023,1.64,47,5G,Normal Usage
13486,22,27-08-2023,1.5,253,4G,Normal Usage
13487,70,18-05-2022,1.38,73,4G,Normal Usage
13488,381,26-02-2023,1.78,165,4G,Normal Usage
13489,405,25-03-2024,7.25,259,4G,Normal Usage
13490,96,26-02-2022,1.99,3,5G,Normal Usage
13491,163,16-07-2023,7.65,118,5G,Normal Usage
13492,79,12-03-2022,0.5,272,5G,Normal Usage
13493,5,17-08-2023,3.22,225,5G,Normal Usage
13494,316,07-01-2023,4.18,69,5G,Normal Usage
13495,120,09-09-2023,2.84,181,5G,Normal Usage
13496,302,23-08-2023,2.33,263,4G,Normal Usage
13497,178,29-05-2023,2.08,180,5G,Normal Usage
13498,176,21-05-2024,4.93,4,4G,Normal Usage
13499,390,25-03-2022,4.31,196,5G,Normal Usage
13500,217,12-02-2022,0.33,46,4G,Normal Usage
13501,56,28-10-2023,4.72,39,5G,Normal Usage
13502,366,18-04-2024,1.34,121,5G,Normal Usage
13503,187,29-08-2023,0.73,134,5G,Normal Usage
13504,232,20-03-2024,5.1,139,5G,Normal Usage
13505,255,13-05-2022,1.41,152,4G,Normal Usage
13506,413,30-01-2023,4.13,27,4G,Normal Usage
13507,455,06-03-2022,0.76,76,4G,Normal Usage
13508,104,17-10-2022,0.01,174,4G,Normal Usage
13509,77,11-01-2023,1.71,48,4G,Normal Usage
13510,230,08-02-2024,0.26,273,4G,Normal Usage
13511,402,12-04-2023,3.51,26,4G,Normal Usage
13512,258,16-06-2024,0.81,220,5G,Normal Usage
13513,264,01-08-2022,1.47,121,5G,Normal Usage
13514,331,28-05-2022,0.23,68,4G,Normal Usage
13515,481,27-07-2023,0.84,70,4G,Normal Usage
13516,182,16-04-2023,3.8,149,4G,Normal Usage
13517,381,29-05-2022,0.41,186,4G,Normal Usage
13518,256,29-03-2022,2.6,245,4G,Normal Usage
13519,38,20-11-2022,6.24,195,4G,Normal Usage
13520,176,13-06-2024,2.85,31,4G,Normal Usage
13521,27,31-01-2023,4.17,108,4G,Normal Usage
13522,276,29-02-2024,0.29,0,4G,Normal Usage
13523,140,08-02-2023,0.72,181,4G,Normal Usage
13524,299,23-03-2022,5.62,173,5G,Normal Usage
13525,445,03-10-2023,3.14,168,5G,Normal Usage
13526,287,13-10-2022,2.55,247,4G,Normal Usage
13527,91,17-01-2023,2.72,107,4G,Normal Usage
13528,480,14-05-2024,1.34,296,4G,Normal Usage
13529,61,02-03-2024,0.11,263,4G,Normal Usage
13530,458,27-09-2022,3.84,29,4G,Normal Usage
13531,451,19-10-2022,2.84,224,4G,Normal Usage
13532,365,29-03-2023,1.6,88,4G,Normal Usage
13533,347,16-12-2023,5.75,233,4G,Normal Usage
13534,163,24-01-2022,1.02,167,5G,Normal Usage
13535,351,12-05-2024,0.87,230,4G,Normal Usage
13536,143,07-11-2022,5.15,125,4G,Normal Usage
13537,400,06-04-2023,3.99,60,4G,Normal Usage
13538,253,27-07-2022,1.81,119,4G,Normal Usage
13539,269,02-03-2024,0.35,189,5G,Normal Usage
13540,369,18-12-2023,0.61,120,4G,Normal Usage
13541,291,26-10-2023,2.67,47,4G,Normal Usage
13542,500,14-03-2023,1.22,201,4G,Normal Usage
13543,459,22-06-2023,4.53,58,4G,Normal Usage
13544,187,07-12-2023,7.49,184,4G,Normal Usage
13545,405,02-12-2022,4.1,222,4G,Normal Usage
13546,499,26-02-2023,1.19,10,5G,Normal Usage
13547,438,20-01-2024,3.89,280,4G,Normal Usage
13548,459,17-11-2022,1.08,188,4G,Normal Usage
13549,414,12-05-2023,0.46,236,4G,Normal Usage
13550,304,10-08-2023,0.08,33,5G,Normal Usage
13551,291,12-06-2022,1.22,134,5G,Normal Usage
13552,86,21-03-2024,5.85,61,5G,Normal Usage
13553,166,25-06-2023,0.68,226,5G,Normal Usage
13554,415,14-06-2022,0.58,92,5G,Normal Usage
13555,462,28-04-2024,8.75,115,4G,Normal Usage
13556,408,29-11-2023,0.06,132,5G,Normal Usage
13557,114,20-07-2023,3.85,292,5G,Normal Usage
13558,433,22-10-2022,0.97,192,4G,Normal Usage
13559,480,11-02-2022,0.1,29,4G,Normal Usage
13560,356,12-10-2022,6.25,297,5G,Normal Usage
13561,416,22-01-2023,0.38,60,5G,Normal Usage
13562,183,18-05-2022,2.01,27,5G,Normal Usage
13563,207,06-07-2022,0.8,76,5G,Normal Usage
13564,256,17-12-2023,0.17,120,5G,Normal Usage
13565,235,07-03-2023,0.13,2,4G,Normal Usage
13566,442,08-07-2023,0.31,36,4G,Normal Usage
13567,355,11-05-2024,0.19,146,4G,Normal Usage
13568,3,20-02-2023,3.57,91,4G,Normal Usage
13569,208,10-03-2024,1.66,272,4G,Normal Usage
13570,197,02-03-2023,1.05,86,4G,Normal Usage
13571,341,20-02-2023,1.35,39,4G,Normal Usage
13572,125,26-01-2022,6.61,177,5G,Normal Usage
13573,138,06-01-2023,6.04,284,4G,Normal Usage
13574,339,20-01-2023,3.14,41,5G,Normal Usage
13575,25,25-02-2022,5.4,284,5G,Normal Usage
13576,68,10-09-2022,0.96,65,4G,Normal Usage
13577,61,26-09-2023,1.2,123,4G,Normal Usage
13578,29,16-04-2022,2.38,144,5G,Normal Usage
13579,383,10-05-2022,2.44,119,5G,Normal Usage
13580,19,28-04-2024,1.64,108,4G,Normal Usage
13581,171,01-11-2023,1.28,91,4G,Normal Usage
13582,450,11-01-2023,10.7,59,4G,High Usage
13583,74,13-01-2024,4.3,226,4G,Normal Usage
13584,61,04-11-2022,1.43,239,4G,Normal Usage
13585,427,01-04-2022,3.25,211,4G,Normal Usage
13586,153,28-01-2023,0.79,97,4G,Normal Usage
13587,276,18-06-2023,0.26,13,5G,Normal Usage
13588,48,12-03-2024,1.09,217,4G,Normal Usage
13589,211,20-04-2022,1.29,169,5G,Normal Usage
13590,343,15-07-2023,0.04,279,5G,Normal Usage
13591,408,03-10-2023,4.22,209,5G,Normal Usage
13592,139,08-08-2023,1.11,255,4G,Normal Usage
13593,110,06-12-2022,2.17,170,4G,Normal Usage
13594,482,19-07-2023,0.19,72,5G,Normal Usage
13595,183,22-12-2022,0.48,146,5G,Normal Usage
13596,28,10-06-2024,5.51,105,4G,Normal Usage
13597,197,17-06-2022,2.35,93,4G,Normal Usage
13598,191,11-07-2023,7.5,62,5G,Normal Usage
13599,315,28-03-2023,16.71,153,4G,High Usage
13600,389,15-04-2022,1.16,254,4G,Normal Usage
13601,51,30-05-2022,0.89,34,5G,Normal Usage
13602,149,26-05-2022,4.89,295,4G,Normal Usage
13603,268,17-12-2023,16.45,252,4G,High Usage
13604,50,23-05-2024,2.48,156,5G,Normal Usage
13605,388,26-10-2022,3.96,133,4G,Normal Usage
13606,246,16-06-2022,3.81,128,4G,Normal Usage
13607,113,14-12-2023,1.1,279,4G,Normal Usage
13608,170,08-10-2023,2.13,251,4G,Normal Usage
13609,468,24-12-2023,4.48,134,5G,Normal Usage
13610,166,17-02-2022,2.91,10,4G,Normal Usage
13611,409,30-09-2023,0.05,291,4G,Normal Usage
13612,14,27-08-2022,1.03,147,4G,Normal Usage
13613,203,07-01-2022,0.39,79,4G,Normal Usage
13614,288,09-04-2023,0.66,190,4G,Normal Usage
13615,395,29-03-2023,5.9,29,4G,Normal Usage
13616,189,23-02-2024,0.09,228,4G,Normal Usage
13617,402,15-06-2024,0.62,83,4G,Normal Usage
13618,155,06-01-2023,0.93,149,4G,Normal Usage
13619,55,03-07-2023,2.4,188,5G,Normal Usage
13620,182,02-05-2023,1.91,20,4G,Normal Usage
13621,210,30-07-2022,0.62,36,4G,Normal Usage
13622,376,14-06-2022,0.45,245,4G,Normal Usage
13623,471,05-05-2022,0.68,282,5G,Normal Usage
13624,75,03-12-2022,1.75,101,4G,Normal Usage
13625,277,11-07-2022,0.79,293,5G,Normal Usage
13626,428,31-12-2023,7.37,231,4G,Normal Usage
13627,133,02-08-2022,1.56,287,5G,Normal Usage
13628,343,28-07-2023,0.15,244,4G,Normal Usage
13629,425,24-11-2022,3.27,176,5G,Normal Usage
13630,59,16-01-2023,1,212,5G,Normal Usage
13631,345,04-11-2023,2.65,101,4G,Normal Usage
13632,489,01-08-2023,0.82,285,4G,Normal Usage
13633,182,08-03-2024,2.11,21,4G,Normal Usage
13634,458,27-08-2022,3.7,18,4G,Normal Usage
13635,406,16-06-2023,6.58,286,5G,Normal Usage
13636,339,01-12-2023,0.76,275,4G,Normal Usage
13637,321,23-03-2022,1.02,146,4G,Normal Usage
13638,64,29-12-2022,1.56,39,4G,Normal Usage
13639,327,20-05-2023,6.55,166,4G,Normal Usage
13640,260,21-07-2022,5.79,90,5G,Normal Usage
13641,193,19-05-2023,0.24,71,5G,Normal Usage
13642,143,06-10-2023,0.35,282,4G,Normal Usage
13643,104,06-02-2022,1.71,139,5G,Normal Usage
13644,460,06-10-2023,0.28,238,5G,Normal Usage
13645,406,12-08-2023,1.06,77,4G,Normal Usage
13646,214,24-08-2023,0.4,198,5G,Normal Usage
13647,242,06-02-2023,2.53,16,4G,Normal Usage
13648,431,04-02-2024,7.46,217,4G,Normal Usage
13649,209,05-05-2024,14.31,228,4G,High Usage
13650,93,07-12-2023,1.18,137,5G,Normal Usage
13651,430,25-06-2022,2.28,146,4G,Normal Usage
13652,142,29-06-2023,4.85,209,4G,Normal Usage
13653,434,24-07-2023,0.31,157,4G,Normal Usage
13654,404,12-04-2023,2.92,152,4G,Normal Usage
13655,434,20-07-2022,1.31,162,5G,Normal Usage
13656,112,24-06-2023,0.58,100,4G,Normal Usage
13657,417,01-07-2023,1.29,154,4G,Normal Usage
13658,375,29-09-2023,0.2,9,4G,Normal Usage
13659,59,29-01-2023,2.97,182,4G,Normal Usage
13660,43,12-04-2024,0.73,133,4G,Normal Usage
13661,207,11-02-2022,0.93,5,4G,Normal Usage
13662,268,20-08-2023,0.32,257,4G,Normal Usage
13663,296,28-01-2023,5,210,4G,Normal Usage
13664,118,01-12-2023,1.7,50,4G,Normal Usage
13665,20,15-09-2023,2.12,146,4G,Normal Usage
13666,222,22-02-2024,2.11,127,5G,Normal Usage
13667,166,17-03-2023,1.32,257,4G,Normal Usage
13668,131,16-04-2024,0.53,50,5G,Normal Usage
13669,156,09-09-2023,3.42,153,4G,Normal Usage
13670,184,21-05-2023,0.34,69,4G,Normal Usage
13671,90,16-11-2022,0.27,275,4G,Normal Usage
13672,94,07-07-2023,3.1,278,4G,Normal Usage
13673,13,03-08-2022,0.59,133,4G,Normal Usage
13674,461,12-03-2022,0.92,219,5G,Normal Usage
13675,322,22-07-2023,1.61,162,4G,Normal Usage
13676,293,24-08-2022,1.49,135,4G,Normal Usage
13677,433,08-10-2022,3.08,56,4G,Normal Usage
13678,230,09-09-2023,2.44,176,5G,Normal Usage
13679,322,05-06-2024,2.58,114,5G,Normal Usage
13680,292,11-06-2022,3.13,148,4G,Normal Usage
13681,438,10-07-2022,0.87,240,4G,Normal Usage
13682,26,09-01-2022,0.97,122,4G,Normal Usage
13683,75,01-03-2022,1.44,291,5G,Normal Usage
13684,456,11-06-2024,0.92,68,5G,Normal Usage
13685,364,27-03-2024,10.49,62,5G,High Usage
13686,424,13-08-2022,4.21,220,4G,Normal Usage
13687,299,29-03-2024,0.45,15,4G,Normal Usage
13688,150,01-12-2023,0.01,77,5G,Normal Usage
13689,148,05-08-2023,0.11,121,5G,Normal Usage
13690,8,15-03-2024,0.7,257,5G,Normal Usage
13691,29,14-10-2022,0.3,216,4G,Normal Usage
13692,296,18-06-2022,1.91,113,4G,Normal Usage
13693,474,03-03-2022,4.88,145,4G,Normal Usage
13694,414,15-12-2022,3.34,236,5G,Normal Usage
13695,209,18-03-2023,0.61,85,4G,Normal Usage
13696,128,14-01-2022,1.27,166,4G,Normal Usage
13697,340,13-06-2022,1.77,128,4G,Normal Usage
13698,116,24-02-2023,4.15,164,4G,Normal Usage
13699,439,27-01-2024,4.57,276,4G,Normal Usage
13700,144,26-04-2024,6.01,256,4G,Normal Usage
13701,430,04-06-2023,1.78,131,4G,Normal Usage
13702,318,28-10-2023,2.96,57,5G,Normal Usage
13703,235,02-07-2023,0.3,256,5G,Normal Usage
13704,7,14-07-2023,2.08,140,4G,Normal Usage
13705,464,20-08-2023,0.71,173,5G,Normal Usage
13706,45,28-01-2022,1.41,174,4G,Normal Usage
13707,443,09-12-2023,2.51,208,5G,Normal Usage
13708,239,22-03-2023,0.74,203,5G,Normal Usage
13709,440,27-07-2022,0.13,6,4G,Normal Usage
13710,432,15-04-2023,0.03,50,4G,Normal Usage
13711,155,17-12-2023,0.06,258,4G,Normal Usage
13712,181,29-03-2024,0.02,177,5G,Normal Usage
13713,215,14-04-2022,0.29,30,4G,Normal Usage
13714,88,12-01-2024,0.68,153,4G,Normal Usage
13715,256,02-03-2023,0.63,54,4G,Normal Usage
13716,73,11-04-2022,10.82,155,5G,High Usage
13717,419,25-06-2023,0.91,43,5G,Normal Usage
13718,179,01-10-2023,0.34,80,4G,Normal Usage
13719,212,29-04-2024,1.97,165,5G,Normal Usage
13720,293,06-06-2023,4.88,29,5G,Normal Usage
13721,234,16-04-2022,2.83,135,5G,Normal Usage
13722,465,10-11-2023,0.88,13,4G,Normal Usage
13723,239,08-02-2024,2.06,105,4G,Normal Usage
13724,223,17-03-2024,3.14,74,4G,Normal Usage
13725,119,04-10-2022,3.26,78,4G,Normal Usage
13726,313,06-03-2022,2.75,193,4G,Normal Usage
13727,264,22-02-2024,5.12,95,4G,Normal Usage
13728,207,18-06-2024,5.1,39,4G,Normal Usage
13729,95,07-07-2022,2.16,255,4G,Normal Usage
13730,373,13-11-2022,1.4,106,4G,Normal Usage
13731,222,18-05-2022,2.57,16,4G,Normal Usage
13732,366,09-12-2022,4.26,14,5G,Normal Usage
13733,276,15-04-2022,0.01,271,5G,Normal Usage
13734,380,30-06-2023,12.07,12,4G,High Usage
13735,231,15-01-2023,0.5,246,5G,Normal Usage
13736,309,20-04-2022,1.59,213,4G,Normal Usage
13737,119,29-06-2023,5.14,150,5G,Normal Usage
13738,268,20-12-2022,0.64,291,4G,Normal Usage
13739,433,13-01-2024,1.62,42,4G,Normal Usage
13740,273,13-11-2022,0.36,113,4G,Normal Usage
13741,64,23-09-2022,1.26,80,4G,Normal Usage
13742,298,25-11-2023,0.49,140,4G,Normal Usage
13743,350,01-05-2024,1.13,29,4G,Normal Usage
13744,413,06-03-2022,1.17,29,4G,Normal Usage
13745,403,29-11-2022,12.47,265,5G,High Usage
13746,494,28-05-2023,13.15,98,4G,High Usage
13747,11,13-05-2022,0.3,93,4G,Normal Usage
13748,98,15-08-2023,3.24,210,4G,Normal Usage
13749,434,22-02-2024,0.13,294,5G,Normal Usage
13750,71,23-01-2024,0.08,36,4G,Normal Usage
13751,364,24-06-2023,0.28,88,4G,Normal Usage
13752,58,05-01-2024,8.42,254,4G,Normal Usage
13753,290,19-06-2023,7.07,213,4G,Normal Usage
13754,251,11-05-2023,0.54,13,4G,Normal Usage
13755,276,13-09-2023,0.44,191,4G,Normal Usage
13756,50,11-09-2023,0.69,294,4G,Normal Usage
13757,358,19-10-2023,1.81,181,4G,Normal Usage
13758,216,04-01-2023,2.11,129,4G,Normal Usage
13759,394,15-05-2024,0.63,223,4G,Normal Usage
13760,416,13-10-2023,3.53,42,4G,Normal Usage
13761,52,06-03-2024,0.93,180,5G,Normal Usage
13762,271,20-03-2024,6.38,168,4G,Normal Usage
13763,485,09-04-2022,2.67,263,5G,Normal Usage
13764,84,13-11-2022,1.43,95,4G,Normal Usage
13765,387,03-05-2022,3.9,202,4G,Normal Usage
13766,293,16-11-2022,4.26,67,5G,Normal Usage
13767,126,09-03-2024,0.86,91,4G,Normal Usage
13768,296,16-08-2023,1.04,265,4G,Normal Usage
13769,72,10-05-2023,6.87,177,4G,Normal Usage
13770,296,02-04-2023,0.45,150,4G,Normal Usage
13771,236,06-06-2023,0.11,46,5G,Normal Usage
13772,56,04-06-2023,1.51,2,4G,Normal Usage
13773,407,18-12-2023,4.04,102,4G,Normal Usage
13774,360,11-11-2022,3.69,272,5G,Normal Usage
13775,395,10-12-2023,6.3,21,5G,Normal Usage
13776,110,11-12-2023,1.9,115,5G,Normal Usage
13777,192,26-06-2023,0.26,103,4G,Normal Usage
13778,392,24-04-2023,2.22,258,5G,Normal Usage
13779,93,20-01-2022,3.77,297,5G,Normal Usage
13780,350,14-07-2023,0.24,129,5G,Normal Usage
13781,56,10-05-2022,0.47,294,5G,Normal Usage
13782,60,20-10-2022,0.03,47,5G,Normal Usage
13783,138,15-06-2024,2.25,26,4G,Normal Usage
13784,39,12-05-2022,5.45,14,4G,Normal Usage
13785,28,22-12-2022,2.78,262,5G,Normal Usage
13786,49,23-02-2022,10.05,297,4G,High Usage
13787,420,08-06-2024,0.16,264,4G,Normal Usage
